1,9.4695,26.094,19.505,41.065,27.897,10.881,22.164,0.44978,0.5552,26.47,9.8367,43.94,36.625,12.615,34.641,29.972,9.0638,33.493,32.776,26.897,22.084,23.585,30.168,23.676,29.754,0.054052,34.769,33.903,33.857,23.23,23.691,2.6532,21.026,0.053972,27.146,29.099,10.368,32.31,0.10744,27.216,0.37882,30.33,0.0083515,15.738,15.685,17.713,1.3122,34.971,0.52118,0,0.69623,11.782,37.355,29.139,6.1002,30.03,24.252,20.984,30.806,29.708,5.4114,11.274,31.113,30.972,17.943,14.247,0.044309,31.979,26.255,1.022,10.423,53.446,7.5342,32.991,29.244,1.7262,0.31187,31.178,32.424,7.2197,32.661,14.803,24.929,0.01627,19.387,16.171,34.389,8.9136,1.0041,9.0472,27.346,12.398,0.17272,32.308,6.5188,26.984,21.835,2.2337,12.145,45.08,0.1871,13.804,25.101,30.952,0.63796,2.5812,10.619,31.051,22.761,0.00069365,32.49,1.0544,0.12255,0,24.68,14.482,10.923,41.738,38.637,15.357,17.038,11.756,9.3205,7.0666,34.029,19.481,5.8983,7.923,24.519,11.079,27.991,30.34,13.163,0.028701,28.425,14.815,23.831,6.869,14.635,9.4692,21.679,17.656,18.097,12.178,29.216,24.129,20.318,0.68157,3.1207,41.527,38.38,11.852,0,15.186,0.29043,0.59969,13.179,0,16.818,31.558,1.2246,16.31,31.864,30.447,0.06337,0.034109,16.435,8.1374,31.754,30.237,5.7555,0.05285,8.0495,7.7724,33.901,0.72266,23.505,14.422,37.892,0.058025,0.21777,35.842,0.14591,5.2819,15.481,3.2824,0.1616,0.14543,8.617,0.059359,16.162,30.735,0.040034,0.01044,24.111,40.781,31.659,28.121,40.415,28.882,8.3138,9.8206,7.4115,5.3656,5.2446,9.9444,2.2657,1.8704,1.7588,1.6434,1.8326,1.9575,18.55,2.8308,17.412,-2.478,-6.056,9.4507
8,9.9476,31.358,22.523,46.044,30.616,11.571,23.977,0.99759,1.0262,29.452,14.242,43.199,41.256,11.115,40.088,34.113,8.5875,37.716,34.422,25.57,25.309,26.757,33.417,27.468,33.028,0.96909,37.925,37.777,37.334,23.989,26.409,4.3118,23.066,0.074401,30.122,32.382,12.206,35.342,0.60349,30.42,1.2881,32.944,0.52761,19.437,17.477,16.562,2.3165,40,1.4457,7.1178e-05,0.9044,14.221,40.527,32.21,8.9723,33.184,29.297,21.03,33.845,41.681,8.7637,8.3683,33.835,35.872,20.056,14.218,0.1337,35.242,29.548,1.3686,13.152,49.736,6.5765,37.346,32.034,1.8787,1.6714,33.325,36.512,8.9409,37.005,18.209,28.159,0.39122,22.123,18.287,37.922,10.361,0.75331,7.2381,32.296,14.965,0.61589,36.39,9.2512,24.341,26.391,2.242,10.463,51.317,1.4651,18.172,30.142,34.372,1.3571,3.153,9.9689,34.651,24.561,0.73413,36.239,2.7539,0.85193,0,28.31,18.616,7.2168,45.517,41.549,12.538,21.043,10.648,10.665,7.7405,36.51,17.083,2.3022,8.6462,27.748,11.547,30.268,33.515,11.062,0.30882,31.257,15.948,26.593,10.187,17.328,11.499,23.957,18.393,18.173,12.642,32.969,27.04,23.834,0.56002,1.6463,47.464,41.88,13.951,0,15.228,0.73068,1.2543,15.256,0,18.418,33.725,2.2999,18.178,35.05,33.167,0.91918,0.59482,18.911,6.9956,34.839,33.076,8.3813,0.55627,8.8036,6.6469,36.419,1.8316,27.186,17.278,42.458,0.77677,0.81915,40.349,0.55318,6.9764,18.363,5.2276,0.24942,1.5474,10.056,0.73115,17.656,33.695,0.5135,0.60698,27.463,43.987,36.242,29.568,45.368,31.982,7.3748,7.5516,5.2158,4.1235,7.2007,7.9097,3.9037,3.8167,3.0098,2.4774,3.5485,3.5846,-4.5523,-3.4352,2.5742,39.143,17.021,-6.0972
5,6.6942,27.022,21.322,40.476,25.733,7.2465,20.581,3.9823,4.0834,24.816,14.145,33.936,36.119,6.8744,33.861,29.006,5.5294,31.6,25.439,17.634,20.981,22.642,28.334,23.19,28.455,1.2934,31.803,31.445,32.389,20.696,23.026,8.8177,19.497,0.56762,25.729,27.388,14.079,30.508,0.95836,25.863,4.4386,27.876,0.72736,18.595,17.648,11.894,6.5845,33.479,2.9585,0.014197,2.9814,14.632,34.621,27.482,10.399,27.846,25.371,15.107,29.043,41.437,11.682,4.8796,28.572,29.387,14.734,10.251,0.026096,30.396,27.117,2.7616,14.364,34.801,3.3815,32.869,26.923,1.0828,1.153,28.905,31.161,10.917,30.963,15.978,24.194,0.53701,21.221,16.723,31.771,11.771,1.2376,4.2935,26.47,15.952,1.6952,32.58,12.72,17.289,23.299,0.23864,6.4984,43.957,2.5849,18.019,24.584,29.384,1.1446,8.02,5.3442,29.151,20.597,0.19358,30.176,2.4239,1.8984,0.05068,25.223,17.537,4.3732,37.424,36.025,8.1186,18.876,6.9494,14.511,2.9284,31.503,11.766,1.0406,5.1203,25.552,6.2938,26.377,28.145,6.5723,0.35122,26.494,13.139,23.149,11.347,17.047,10.457,19.662,14.606,13.054,8.8466,27.872,19.903,22.099,0.75286,2.5504,39.937,34.427,14.187,0,10.845,3.3736,2.118,12.82,0,16.46,28.744,1.5881,16.984,29.573,27.736,1.2337,0.64926,18.049,4.3881,28.267,27.593,10.631,1.5853,3.174,2.6456,30.081,6.2624,24.442,17.84,36.878,0.92269,2.1342,34.438,0.61584,5.9492,17.537,0.94776,0.78193,1.6823,3.8733,1.0361,11.763,29.125,0.8559,0.35354,24.408,37.882,32.451,21.89,38.398,27.587,10.25,9.0385,8.0845,3.6258,4.3847,10.331,4.4617,4.2114,4.1737,4.4695,3.4247,4.4454,9.1826,18.785,24.625,42.101,11.568,10.053
8,8.9336,26.073,20.743,40.274,26.171,8.3026,21.058,1.2889,1.4678,25.491,10.558,37.466,35.944,8.1866,33.23,29.278,6.7953,32.001,25.73,17.397,21.291,23,28.668,23.636,28.471,1.1784,32.459,31.977,32.281,21.37,22.927,5.3615,18.218,0.11763,25.889,27.424,12.1,30.531,0.91007,26.069,0.95473,28.278,1.0074,17.058,16.036,12.682,3.9085,33.768,1.5876,0.81573,1.0332,12.876,38.114,27.591,7.1487,28.219,24.411,15.761,29.141,39.957,8.8275,5.618,29.056,30.191,15.579,11.57,0.934,30.523,27.506,1.2854,11.875,34.58,4.9451,32.82,27.219,1.9617,1.6742,29.174,31.278,8.5623,31.594,16.279,23.604,0.65806,20.197,15.686,32.153,10.077,0.47912,5.2433,26.956,14.058,1.1635,31.925,9.289,17.949,22.349,1.6461,7.5133,42.206,1.3548,15.712,25.057,29.319,1.9795,4.0429,6.7788,29.448,21.333,0.4006,30.671,3.3715,0.84461,0.080763,24.764,16.479,4.9197,38.582,36.051,9.2005,17.624,7.9093,12.506,3.5292,31.904,12.831,1.4246,6.7944,24.303,7.2421,26.255,28.657,7.7114,0.87541,26.742,13.695,22.998,8.4991,15.033,10.038,20.608,15.25,14.119,10.217,28.258,20.687,21.968,0.87432,1.7199,40.11,35.581,12.798,0,11.694,1.3403,1.7509,14.687,0.14031,16.971,29.055,1.9336,15.257,29.892,28.439,1.4633,1.3274,16.995,4.508,30.019,27.997,7.2776,0.91202,4.641,4.3316,31.031,2.3755,24.897,16.453,37.064,1.1631,0.60479,34.345,0.66747,3.7389,15.629,2.8637,0.32863,1.6843,4.7668,0.84676,12.494,29.194,0.95557,0.54796,22.794,38.159,31.339,22.027,37.505,27.701,11.963,11.034,10.688,6.566,3.3485,12.033,5.5739,6.0499,6.227,6.7365,2.7631,5.6126,3.581,8.2391,10.436,12.552,10.019,4.1473
1,7.226,26.691,21.419,41.704,27.592,7.4837,22.882,0.75985,0.75816,26.465,10.762,39.748,37.397,7.3106,34.557,29.947,5.1902,33.141,27.238,18.95,22.461,23.868,29.895,23.901,29.766,0.33069,34.076,33.097,33.938,23.223,24.01,4.6365,18.784,0.20763,27.091,28.938,12.856,31.842,0.19624,27.198,1.0175,29.95,0.050283,17.554,17.217,12.222,2.3152,34.961,0.63157,0,0.74505,13.075,40.098,28.697,6.8311,29.226,24.97,16.002,30.661,40.992,7.4475,4.6,30.579,30.511,15.26,10.834,0.0074685,31.724,28.745,0.65056,12.138,36.578,3.5185,33.2,28.678,0.89878,0.26974,30.702,32.343,8.2331,32.293,16.523,23.982,0.21662,21.265,15.981,33.985,9.9713,0.26925,4.4267,27.958,14.332,0.46375,33.454,8.7597,18.215,23.012,0.43445,6.6543,43.742,0.54199,16.037,25.234,30.732,0.55421,4.3806,5.6909,30.546,22.761,0,32.015,1.6651,0.43666,0,25.848,16.037,3.9535,40.695,38.44,8.4087,17.687,6.8548,12.9,2.7064,33.525,12.341,0.64506,5.343,25.645,6.3391,28.474,30.033,6.9268,0.11071,28.066,13.224,24.606,9.1367,15.476,9.3477,21.166,14.879,14.032,9.025,29.47,21.104,23.079,0.23381,0.87829,41.247,37.19,12.805,0,10.694,0.58435,0.67088,15.116,0,18.054,30.871,0.6709,16.022,31.696,30.03,0.20935,0.15732,17.632,3.6647,30.638,29.548,6.895,0.18858,3.5589,2.9937,33.443,0.9128,25.338,17.144,37.997,0.36414,0.07511,35.703,0.1999,3.5229,16.258,1.1131,0.15523,0.49597,4.7578,0.24174,12.683,30.518,0.085684,0.31875,23.152,40.216,32.761,23.073,38.826,29.108,8.9814,8.526,8.2041,5.5531,2.6564,9.2123,4.1756,3.9087,3.9305,5.5267,1.7119,4.235,1.9232,2.5777,4.7076,18.388,37.282,-0.042861
3,14.276,31.601,25.404,47.176,30.988,16.567,26.519,1.892,1.8629,29.772,13.937,44.01,41.65,15.258,39.505,33.815,15.804,37.582,30.027,22.531,25.252,26.891,33.746,27.123,33.912,0.77348,37.72,37.885,37.923,25.413,27.338,8.2384,23.808,0.022451,31.156,32.663,17.375,36.363,0.2369,31.329,2.9093,33.968,0.36579,21.182,21.105,20.698,5.8259,39.922,0.85205,0.03659,0.93251,18.914,44.955,33.111,10.939,33.834,29.413,21.47,34.56,46.501,10.322,9.0234,34.16,34.202,19.207,15.615,3.1671,36.243,30.566,1.2584,16.633,41.091,11.804,38.788,32.213,3.555,2.8195,33.611,36.574,14.235,36.503,22.108,29.72,0.01637,23.913,23.384,37.731,14.997,0.037995,11.18,32.196,17.258,4.047,36.605,11.949,23.898,27.687,4.1739,11.934,49.456,1.3974,19.095,30.022,34.807,3.831,10.086,11.515,34.882,25.288,0.061846,36.26,10.119,0.66677,0,29.488,19.396,9.777,45.065,43.165,16.48,20.868,16.118,13.593,7.6497,37.283,19.338,5.3543,14.644,28.293,11.097,31.997,33.824,11.49,0.11944,31.861,20.149,27.45,10.855,19.998,16.55,25.222,21.765,20.222,18.822,33.686,24.021,25.302,0.556,3.0231,46.782,42.22,18.377,0,19.311,0.29503,1.7747,17.302,0,20.581,33.873,5.7085,20.592,34.924,34.085,1.2599,0.31349,23.716,8.8608,35.568,33.011,12.42,0.28175,9.8615,10.589,36.006,3.9314,28.182,19.017,43.746,0.3564,0.20155,40.726,0.058651,12.403,18.985,7.5336,0.016213,2.3706,9.5738,0.24771,18.251,34.858,0.18255,3.5112,28.046,44.968,37.183,26.839,45.263,32.645,10.143,9.9837,9.8907,7.7194,1.6567,10.415,2.0072,1.9683,1.7176,6.1237,1.3733,1.781,-31.258,-31.354,-25.412,5.2637,24.821,-32.767
9,6.4763,30.227,21.91,39.509,27.227,6.283,21.96,1.8209,2.0485,26.381,15.399,29.855,35.692,5.7846,35.216,29.361,4.7153,31.987,24.849,16.908,21.852,23.551,29.615,22.85,29.449,0.62308,34.344,33.059,33.363,22.682,23.702,8.4689,20.082,0.080457,26.679,27.995,12.725,31.827,0.22336,26.81,3.3024,29.674,0.079242,19.777,16.567,11.371,4.6575,33.34,1.9331,0.070657,2.0243,14.589,32.97,28.549,10.463,29.201,28.607,14.598,30.589,49.022,10.399,2.9338,30.803,29.928,14.337,10.74,0.00021659,31.323,27.658,2.2825,15.035,32.339,2.584,31.834,28.426,0.46379,0.78532,31.554,31.403,10.094,31.444,15.928,25.412,0.28163,21.667,15.892,33.343,11.163,0.46341,3.5356,25.837,16.268,1.2191,31.423,10.496,15.877,25.729,0.45027,5.5232,48.492,1.407,18.664,27.542,29.818,0.64738,5.0809,3.9728,30.159,21.371,0.92774,31.532,1.0136,0.54724,0,26.683,18.617,3.4276,40.99,38.733,7.5348,21.308,6.2865,11.969,3.1615,34.092,10.945,0.28233,4.0274,25.793,5.1654,28.108,29.506,5.6251,0.071076,27.774,13.309,23.804,9.8315,17.916,9.4387,20.38,14.452,12.485,7.6754,27.753,19.659,22.987,0.75466,1.9257,39.823,37.791,14.197,0,9.7471,1.5493,1.2651,10.973,0,15.974,31.224,1.2217,17.925,31.534,29.739,0.51211,0.2593,17.237,3.6773,31.364,29.343,9.5765,0.63295,3.4212,2.7505,33.001,1.9514,25.37,17.28,36.626,0.86976,0.58132,34.215,0.46823,5.3453,19.028,0.73262,0.29052,0.78826,4.1875,0.51498,11.888,30.334,0.47364,0.13957,25.22,41.409,32.944,21.428,40.246,28.63,8.0796,4.0502,2.4546,2.4464,15.479,8.08,4.7637,4.0365,3.1773,5.2599,4.0012,4.7636,5.2951,26.644,49.303,59.005,-31.346,5.3095
1,6.0275,25.38,20.132,42.435,27.948,6.7398,23.386,0.26118,0.16694,27.887,8.806,53.24,37.465,6.3138,31.869,30.501,4.4562,34.66,25.515,19.756,23.38,24.751,30.895,24.347,30.422,0.019772,35.534,34.613,34.346,24.153,24.82,2.6005,18.998,0,27.592,29.27,11.666,32.606,0,27.764,0.92004,31.162,0.0049442,16.649,15.812,12.004,1.3916,36.556,0.44372,0,0.0713,11.964,54.478,29.398,6.035,30.289,23.954,15.392,30.996,35.459,6.9601,3.825,31.554,31.981,14.145,10.348,0.053388,32.804,27.223,0.16086,10.539,34.896,1.6825,34.96,29.274,0,0.012868,31.823,32.91,6.6425,33.831,16.411,22.879,0.052753,19.732,14.911,35.168,9.5441,0,2.87,29.396,13.404,0.28947,33.135,6.5905,18.331,21.999,0.018595,6.1031,36.34,0.12848,15.302,26.892,31.292,0.0052632,2.071,4.582,31.574,24.054,0,33.312,0.35318,0.039499,0,24.498,15.751,3.0598,43.3,39.588,8.131,16.783,6.2941,10.459,0.61262,34.879,12.313,0.20533,4.3291,23.688,4.7506,29.324,31.322,6.4354,0,28.247,12.136,24.381,6.1997,14.874,7.9157,23.623,14.044,13.335,8.1904,30.139,20.233,21.368,0.001172,0.016687,42.079,40.365,11.835,0,9.8499,0.44527,0.029027,15.616,0,19.264,32.266,0.018741,16.25,33.702,31.838,0.016749,0.048303,16.541,2.0415,33.853,30.155,7.0359,0.052399,1.5282,1.1947,35.518,0.18488,23.701,15.341,39.133,0.027701,0.011872,36.46,0.059388,1.574,14.783,0.084996,0,0.016682,2.7472,0.019128,12.33,31.247,0.075399,0.037317,23.421,41.264,30.309,22.143,38.97,29.532,7.6935,9.9602,12.678,11.452,7.9304,12.736,1.5104,1.9588,2.777,1.6615,0.90092,2.6357,-65.156,-69.071,-66.846,-95.196,-71.827,-68.919
10,14.235,30.249,23.317,46.093,30.567,14.198,24.735,1.7667,1.7269,29.729,12.346,43.828,41.124,14.102,39.236,33.925,13.619,37.632,30.632,25.769,24.98,26.476,33.572,27.15,32.983,1.899,38.052,37.586,37.517,25.248,26.908,5.802,23.279,0.19591,30.139,32.26,14.17,35.602,1.0883,30.341,1.3889,33.316,0.51792,20.011,18.669,19.622,4.6467,39.588,3.8459,1.5611,2.2336,15.421,44.283,32.133,8.2066,33.12,28.54,21.437,34.061,45.647,9.6312,13.113,33.943,35.42,21.472,16.744,3.3246,35.353,30.633,3.5348,13.577,42.095,11.96,37.284,32.018,6.3309,4.5691,34.325,36.354,10.934,36.846,20.535,27.073,0.77991,23.05,19.239,37.97,12.061,1.3393,13.261,31.19,15.726,2.3481,36.554,8.8969,23.772,26.25,5.3666,14.572,49.439,2.3238,18.663,29.721,34.297,4.7163,5.9425,14.34,34.493,25.371,2.3924,36.128,7.2141,1.2437,0,28.584,18.749,14.373,45.785,42.085,17.81,20.276,15.238,12.457,10.554,37.261,20.059,10.949,13.949,28.797,15.384,30.48,33.862,14.754,0.69203,31.203,17.382,27.002,9.9046,17.889,13.517,24.125,19.464,19.262,16.385,32.856,25.548,24.358,2.2879,5.5893,47.033,42.364,15.364,0,16.213,2.1804,3.5566,15.623,0.026243,19.267,34.176,7.2027,19.065,35.312,33.603,2.3482,1.3752,20.264,10.067,35.136,32.944,9.1502,0.95374,10.971,10.92,37.106,0.92697,27.554,18.38,42.607,2.8295,0.67484,40.137,1.1826,10.158,17.681,6.9769,1.6458,3.7214,12.928,1.3668,19.483,33.935,1.2541,4.5154,27.81,44.416,36.691,28.022,44.699,32.236,7.6013,6.9989,6.262,6.5959,9.7323,8.6976,5.2248,4.0956,6.4039,5.2347,4.9538,5.9274,11.902,6.1916,19.907,23.679,4.2996,10.311
1,6.0291,25.368,20.174,42.545,27.912,6.6391,23.413,0.1774,0.15238,27.879,8.904,52.767,37.58,6.0912,31.988,30.49,4.2184,34.485,25.524,19.442,23.415,24.799,30.861,24.398,30.393,0,35.507,34.557,34.367,24.149,24.761,2.6255,18.456,0.0077053,27.596,29.262,11.41,32.647,0.039299,27.759,0.36811,31.154,0.0038181,16.323,15.963,11.793,0.93142,36.377,0.064298,0,0.12519,11.981,53.985,29.377,5.8976,30.201,23.906,15.276,31.077,35.921,6.2491,3.6691,31.528,31.944,14.16,10.435,0,32.808,27.887,0.020246,10.697,34.696,1.5823,34.938,29.269,0,0,31.883,32.871,6.8447,33.721,16.611,22.94,0,19.886,14.818,35.104,9.6603,0.025783,2.7509,29.315,13.63,0.094424,33.215,6.8169,18.312,22.074,0.023055,5.817,36.67,0.040891,14.686,26.569,31.29,0,1.9214,4.4442,31.486,24.117,0,33.194,0.303,0.030501,0,24.471,15.448,2.7747,43.228,39.685,7.9183,16.956,6.0908,10.579,0.58651,34.989,12.219,0.051633,4.0136,23.897,4.604,29.413,31.259,6.3198,0.018897,28.248,12.234,24.513,6.5206,14.535,7.955,23.334,13.946,13.17,7.9665,30.13,20.323,21.663,0,0.004215,41.958,40.234,11.964,0,9.7255,0.17597,0.0081545,15.657,0,19.093,32.221,0,16.028,33.578,31.824,0.010296,0,16.452,2.1238,33.773,30.139,6.428,0,1.5115,1.0592,35.479,0.29892,24.12,15.526,39.208,0,0,36.462,0,1.4435,15.065,0.1446,0.038996,0.01363,2.6517,0,12.206,31.262,0,0.10905,22.951,41.405,30.415,22.23,38.609,29.538,11.896,14.141,16.978,11.377,5.9525,17.044,2.2093,2.9035,3.8288,2.2776,1.0471,3.636,-65.653,-63.366,-61.004,-76.59,-62.453,-62.209
